BN/Registration number,Fiscal period end,Form ID,Political Activities Description,Public Policy Description
119241727RR0001,2018-12-31 00:00,23,The Foundation had conversations with officials within the First Nations and Inuit Heath Branch of Indigenous Services Canada.  The discussions related to the importance of identifying new modes of funding innovative approaches for diabetes prevention and management in northern Indigenous communities.  These discussions fit within the Foundation's Child and Youth Diabetes Strategy.,
119213874RR0001,2018-12-31 00:00,23,The Foundation gives grants to other qualified donees.  The donees organize public policy dialogues and related development activities.  These activities are non-partisan in nature and include advocacy to advance the mission of the organizations in question.,
118831106RR0001,2018-03-31 00:00,23,"The Foodgrains Bank has colled on the government of Canada to increase the allocation of aid to support agricultural development. this includes producing materials, organizing events, and other activities which call members of the Canadian public to communicate this to elected officials. These activities directly relate to our mission of reducing global hunger.",
107378952RR0001,2018-02-28 00:00,23,"The Federation of Ontario Naturalists (operating as Ontario Nature) opposes regulations that allow major industries to avoid strict standards of the Endangered Species Act 2007. The purpose of the Endangered Species Act 2007 is to protect species and their habitats that are at risk and to promote recovery of species at risk. The Federation of Ontario Naturalists (operating as Ontario Nature) protects pollinators by advocating to reduce the use of pesticides, especially neonicotinoids.",
816109417RR0001,2018-12-31 00:00,23,"The extent of Sitka's political activities for 2018 was to make grants to qualified donees to assist in the initiatives that support the environment. No staff time, volunteer time or property was used to carry out any political activities - just financial resources by way of grants to these qualified donees.",
107354334RR0001,2018-12-31 00:00,23,"THE ELCIC CONSIDERS STUDYING ""ISSUES IN CONTEMPORARY SOCIETY IN THE LIGHT OF THE WORLD OF GOD AND RESPOND PUBLICITY TO SOCIAL AND MORAL ISSUES AS AN ADVOCATE FOR JUSTICE AND AS AN AGENT FOR RECONCILIATION"" TO BE PART OF ITS CORE MISSION (ELCIC CONSTITUTION ARTICLE IV). THIS WORK IS DONE TO PROMOTE HUMAN RIGHTS, PEACE, JUSTICE AND WELL-BEING IN SOCIETY.  PERIODICALLY, THE ELCIC WRITES TO THE GOVERNMENT OF CANADA OR SIGNS ON TO A PUBLIC STATEMENTS AS A WAY OF RAISING AWARENESS OF ISSUES AND OF IDENTIFYING AN OPPORTUNITY FOR CREATING A MORE FAIR POLICY.  THE ELCIC IS AN ACTIVE MEMBER OF KAIROS, WHICH REPORTS A SMALL PERCENTAGE OF ITS ACTIVITY AS POLITICAL BY THE CRA DEFINITION.  WHEN THE ELCIC MAKES A PUBLIC STATEMENTS, THIS INFORMATION IS MADE KNOWN THROUGH AN ELECTRONIC NEWSLETTER.",
107280224RR0001,2018-03-31 00:00,23,"The EAC focuses on a number of environmental issues in NS & beyond. As such it utilizes various means to work towards improvement of these issues, some of which include: Changes to policies or regulations; making the publicmore aware of environmental issues & the need for change; and suggesting how the public can take action to support environmental change. Examples: Implementing a Coastal Act in NS, promoting sustainable forestry & fishing practices, working towards a higher percentage of renewables in the energy mix.",
127756716RR0001,2018-08-31 00:00,23,The David Suzuki Foundation's political activities are to educate the public on how public policies can promote a society that is in balance with ecological realities.,
130977531RR0001,2018-08-31 00:00,23,"The Corporation's purpose is to carryo on works of a charitable, religious, educational and social welfare nature. Members of the Sisters of Service religious community occasionally engage in political activities in support of public education on issues of public/social policy. The activities are aimed at identifying policy alternatives and engaging in non-partisan political activity to seek change in public policy. The activities are intended to support and further the Corporation's purpose to carry on works of and educational and social welfare nature.",
139725030RR0001,2018-10-31 00:00,23,"The Conservancy advocated for the City of Kawartha Lakes to make changes in their bylaws to restrict both dumping and commercial usages of properties in the environmentally sensitive Carden Alvar. These activities were performed by both staff and volunteers of the Conservancy and included:-Holding a public forum in Carden.- Having discussions with the staff and Council members of the City of Kawartha Lakes.- Making a presentation to the City of Kawartha Lakes Council.- Communicating with property owners and other interested parties in the Carden area.- Providing information and updates in the Conservancy's e-news letter.-Retaining a planner as an advisor.Another issue relates to Bill 66 - Restoring Ontario's Competitiveness Act. Conservancy staff corresponded with two local MPP's to voice the Conservancy concern and this bill would reduce the environmental protection provided under current legislation. The Conservancy also contributed to share letters of concern regarding the proposed legislation.Both of these actions are consistent with the stated objectives of the Conservancy to protect, restore and improve the natural enivornment: educate the public, acquire, maintain and preserve lands or interests in lands; conduct research and data collection of special natural areas of the Couchiching-Svern region.",
849817838RR0001,2018-06-30 00:00,23,"The Community Addictions Peer Support Association (CAPSA) is a nonprofit organization of people affected by addiction. We are located in Ottawa, Canada. We strive to empower individuals impacted by addiction by providing opportunities to integrate into the broader community through peer support initiatives and community engagement projects. We support all pathways to recovery and endeavour to collaborate with other organizations that provide services for those in need of help.",
872463807RR0001,2018-12-31 00:00,23,"The Club occasionally provides comments to Conservation Authorities and like bodies on matters related to conservation, the impact of planned changes to parks on the bird life, etc. In 2018 our Club President wrote a letter to  (1) the Ontario Ministry of Natural Resources and forestry (MNRF) outlining our objectives to the proposed open-season hunting of Double-crested Cormorants (Phalacrocorax auratus); and (2) the Ontario Ministry of Environment, Conservation and Parks (MECP) offering our comments and recommendations on the review of the Endagered Species Act, 2007 (ESA).Our Club has also participated in consultations on the Master Plan for Humber Bay Park, Toronto.",
107435695RR0001,2018-03-31 00:00,23,The City of Calgary has the lowest per capita arts funding of Canada's major cities. In collaboration with other arts organizations in the city. Glenbow co-ordinated a public awareness campaign about arts funding in the City of Calgary and the community benefits that occur when the arts sector is financially supported. This non-partisan campaign was conducted during Calgary's 2017 municipal election period.,
118861855RR0002,2018-12-31 00:00,23,The Church participated along with other religious and non-religious group within the community to make representations to Government pertaining to the location of safe injections sites within the area. This in in keeping with the church's philosophy of helping those in society less fortunate than ourselves.,
856901285RR0002,2018-06-30 00:00,23,"The Christian Reformed Church has established a Centre for Public dialogue. As reformed Christians, we believe that governments are God's instruments for doing justice and seeking the good of all people-a demanding job in a deversified society and a broken world. Engaging in non-partisan public dialogue seeks to provide throughtful support and constructive criticism in work with our politiacal leaders. Public dialogue is an ongoing conversation aimed at seeking justice, peace, and the common good for all. For the Christian Reformed Church this conversation is deeply rooted in our faith in Jesus Christ, who advocated for peace and justice, particularly for the oppressed, vulnerable, and marginalized.",
106845100RR0001,2018-01-31 00:00,23,"The charity's political activities were primarily focused on advocating for (1) cystic fibrosis newborn screening in Quebec, and (2) access to medicines to treat cystic fibrosis. Other activities included payments to organizations that support the charity's advocacy, public policy and government relations priorities. These orgaizations include the Health Charities Coalition of Canada, Research Canada, the Public Policy Forum and the C.D. Howe Institute Institute Health Policy Council. Throughout the year, the charity's program expenditures included public service announcements and news releases related to advocacy priorities. Cystic Fibrosis Canada's mission is to end cystic Fibrosis (CF). We will help all people living with CF by funding targeted world-class research, supporting and advocating for figh-quality individualized CF care and raising and allocating funds for these purposes.",
118914597RR0001,2018-12-31 00:00,23,"The charity was granted intervenor status by the National Energy Board, and received funding to hire experts to make presentations to the National Energy Board on the hearings regarding the proposed expansion of the Trans-Mountain pipeline.  The pipeline and proposed oil tanker routes from the terminal at Burnaby both have routes close to existing ecological reserves, and could have an impact on the environmental health of these reserves.",
119240091RR0001,2018-12-31 00:00,23,"The charity was engaged in Public Policy Dialogue and Development Activities during the fiscal period including the participation by charity's President on the ESDC- appointed Social Innovation and Social Finance Co-Creation Steering Group, hosting a policy workshop of senior officials from Provincial, Territorial and Indigenous governments on the topic of food in institutional settings, and adding its name to numerous letters and calls to action to government ministers regarding issues of public concern in areas such as food policy, climate change and social innovation. All these Public Policy Dialogue and Development Activities were in support of achieving the charity's mission which is to support Canadians in building a more inclusive, innovative, sustainable, and resilient society.""",
842120685RR0001,2018-12-31 00:00,23,The charity publishes a weekly newspaper that sometimes can include opinion columns or editorials related to public policy matters that are relevant to a Catholic audience.,
862264223RR0001,2018-03-31 00:00,23,The charity paid lobbyists to advocate to members of the provincial government on their behalf in order to secure program funding. The program funding was received in the year and used for the purpose of carrying out mentoring for children with autism in line with the charities purpose.,
890796642RR0001,2018-07-31 00:00,23,The charity did not participate in political activities.,
809197205RR0001,2018-09-30 00:00,23,The charity did not engage in any political activity,
841583719RR0001,2018-12-31 00:00,23,"The charity advocated for including male victims of domestic violence in provincial and federal policies aimed at ending domestic violence. This related to its mandate to conduct research and host seminars on gender issues. Relatedly, the charity met with political officials to encourage the funding of shelters for male victims of domestic abuse and their children.The charity advanced its position that the National Inquiry Into Missing and Murdered Indigenous Women and Girls should be expanded to include boys and men. This followed from scholarly research into this gender issue, which was disseminated.The charity met with elected officials and presented before the House of Commons and Senate Committees into Bill C78, to discuss proposed legislation to make equal shared parenting the default following divorce or separation. This follows from the charity's research that children do best when they have an ongoing relationship with both their parents, as much as is reasonably possible.",
118945088RR0001,2018-12-31 00:00,23,"The charitable purposes of the Billy Graham Evangelistic Association of Canada are, inter alia,""to propagate the Gospel of the Lord Jesus Christ.."" and ""to do any and all thingswhich are incidental and ancillary to the attainment of the foregoing objects, powers andpurposes."" Decision magazine includes inspirational and faith building articles as well asarticles about current social issues and trends examined from a Biblical faith perspective. Theclear understanding of the biblical perspective on contemporary issues, and the ability to live outone's faith in the public forum, are underpinnings of the charitable purpose of propagating theGospel. Decision magazine is a joint publication of the Billy Graham Evangelistic Association based in USA and the Billy Graham Evangelistic Association of Canada.",
118975101RR0002,2018-12-31 00:00,23,"The charitable purpose of JHSO is to provide for the effective integration into the community of those in conflict with the law and to provide services to those in contact with, or affected by the criminal justice system; and, as such, may involve promoting changes in the law and the administration of justice which will lead to the more humane and effective treatment of individuals. No funds have been directly paid out for political activities - but $2,760 represents salaries paid to staff who have been directly involved in submission of letters to elected officials, meetings with policy advisors, and submissions to Ministries.",
132116559RR0001,2018-12-31 00:00,23,"The Chair wrote to and met with regional, and provincial government regarding on going and long term issues related to funding of rural recycling programs in the Capital Regional District and the Province of BC.",
137200515RR0001,2018-10-31 00:00,23,The Carbon Advisory Committee of the SSCA corresponds and meets with provincial and federal ministers and bureaucrats to advocate fo fair treatment of farmers with respect to future carbon taxation and/or carbon pricing policies affecting farmers.Farmers who practice no-till agriculture (the primary reason for the existence of the SSCA) sequester a huge amount of carbon in the soil each and every year and stand to potentially suffer or benefit from the government's policies.,
129855607RR0001,2018-08-31 00:00,23,"The Canadian Women's Foundation's advocacy undertakings have been minimal during September 2017 to August 2018 and have all been related to the Foundation's charitable purpose of supporting vulnerable women and girls across Canada, particularly in the areas of violence prevention and access to economic opportunities. The activities included: Ontario Round Table on Gender Based Violence; Federal Round Table on Gender Based Violence; consultations on Bill 65 and Bill 71; meetings and consultations with Quebec Government; Justice Canada, Status of Women Canada, etc. None of this advocacy is considered polical activity under the applicable CRA rules and all activity, supported by the Foundation, has been conducted in accordance with the Foundation's charitable purposes. Total staff cost associated with the above activities amounted to $14,821. We had reviewed all the grant agreements and none of our grantees reported any political activities in the last fiscal year.",
118830884RR0001,2018-12-31 00:00,23,"The Canadian Federation of Humane Societies (CFHS) provided informational resources and a call to action to member societies and the public regarding the passage of Bill S-214 (An Act to amend the Food and Drugs Act (cruelty-free cosmetics), Bill S-203 (An Act to amend the Criminal Code and other Acts to end cetacean captivity), Bill C-84 (An Act to Amend the Criminal Code with regards to Bestiality and Animal fighting), updates to the Health of Animals Act which directly relates to the CFHS' charitable purpose of promoting the enactment of humane legislation, preventing and suppressing animal cruelty and assisting in enforcement of all national, provincial and municipal laws respecting animal cruelty.",
118829803RR0001,2018-01-31 00:00,23,"The Canadian Cancer Society (CCS) supports healthy public policy at all levels of government (including federal, provincial, territorial, municipal, First nations and Internationally) to advance the CCS mission to eradicate cancer and to improve the lives of people living with cancer. CCS advocates to advance its mission on issues such as asbestos, indoor tanning, tobacco control, healthy eating, physical activity, radon, occupational and environmental exposure to carcinogens, access to drugs, access to treatment/health care, support for family caregivers, palliative and end of life care, cancer control strategies, research funding, lottery regulation, charitable tax credits, and others. As appropriate, CCS advocates internationally such as on matters related to the WHO Framework Convention on Tobacco Control and the UN High Level Declaration on Non-Communicable Diseases.",
118819036RR0001,2018-12-31 00:00,23,"THE BC SPCA'S MISSION IS TO PROTECT AND ENHANCE THE QUALITY OF LIFE FOR4 DOMESTIC, FARM AND WILD ANIMALS IN B.C.POLITICAL ACTIVITIES THAT SUPPORT THE BC SPCA'S CHARITABLE PURPOSES INCLUDE ADVOCACY ON LAWS, POLICIES AND DECISIONS THAT IMPACT ANIMAL WELFARE. (1)MUNICIPAL BYLAWS:THE BC SPCA HAS A MODEL ANIMAL CONTROL BYLAW OUTLINING BEST PRACTICES FOR COMMUNITY ANIMAL MANAGEMENT. WE WORK WITH LOCAL GOVERNMENT TO ENCOURAGE THE ADOPTION OF PROGRESSIVE ANIMAL WELFARE STANDARDS IN THEIR MUNICIPAL BYLAWS. WHEN APPROPRIATE, WE WILL ENCOURAGE OUR SUPPORTERS ANDMEMBERS OF THE PUBLIC TO CALL ON LOCAL GOVERNMENT IN SUPPORT OF CHANGES TO MUNICIPAL CYLAWS. (2)PROVINCIAL POLICY & LEGISLATION: THE BC SPCA IS RESPONSIBLE FOR ENFOR CING THE PROVINCIAL PREVENTION OF CRUELTY TO ANIMALS ACT. WE WORK WITH THE PROVINCIAL GOVERNMENT TO SUGGEST AMENDMENTS TO STRENGTHEN THE PROVISIONS OF THIS ACT, AS WELL AS FUNDING SUPPORT FOR ENFORCING THE ACT AND OTHER AREAS OF BC SPCA OPERATIONS. THE BC SPCA ALSO HAS AN INTEREST IN WILDLIFE ISSUES INCLUDING WILDLIFE REHABILITATION AND CONTROLLED ALIEN SPECIES REGULATIONS. WE WORK WITH THE PROVINCIAL GOVERNMENT TO ENCOURAGE POLICY AND DECISION-MAKING IN THESE AREAS THAT WOULD BENEFIT WILD ANIMALS IN B.C. WHEN A;PPROPRIATE, WE WILL ENCOURAGE OUR SUPPORTERS AND MEMBERS OF THE PUBLIC TO CALL ON THE PROVINCIAL GOVERNMENT TO SUPPORT OR OPPOSE LAWS, POLICIES OR DECISIONS THAT HAVE A NEGATIVE IMPACT ON ANIMAL WELFARE IN B.C. (3)FEDERAL POLICY & LEGISLATION: THE BC SPCA'S MISSION INCLUDES FARM ANIMALWELFARE. THE BC SPCA ADVOCATES FOR CHANGE ON ISSUES SUCH AS FEDERAL FARM ANIMAL TRANSPORT REGULATIONS THROUGH CORRESPONDENCE WITH THE GOVERNMENT AND BY CALLING ON OUR SUPPORTERS AND THE PUBLIC TO LOBBY FEDERAL ELECTED OFFICIALS FOR CHANGES.",
119248565RR0001,2018-12-31 00:00,23,"The Association provides advocacy on behalf of its members to promote advancing seniors' care in Ontario. This includes a pre-budgetsubmission, submissions on regulation/legislation updates/changes and financial policy change.",
871352548RR0001,2018-12-31 00:00,23,"The Association of EFC affiliates constitutes a strong & united public witness declaring that our shared dedication to Biblical principles matter: to enhance the ministries witness of Christians across Canada to respectively present Biblical principles; like religious freedom. parental right in education, abortion, euthanasia & many others.",
106842867RR0001,2018-12-31 00:00,23,"The Association lobbies the federal government on communication health issues, which directly related to its charitable objective of maximizing the communication and hearing potential of the people of Canada",
119212116RR0001,2018-03-31 00:00,23,"The Alzheimer Society of Simcoe County shared information with the public and local MPPs about the impact of Alzheimer's disease and other dementias on the people of Ontario, and issued a call to action to support continued investments in dementia care and supports. This activiy relates to the organization's goal to improve the quality of life of persons who are directly affected by dementia.",
118784891RR0001,2018-03-31 00:00,23,"The Alzheimer Society of B.C. works in partnership with the Government of B.C. to fund and deliver First Link dementia support, a referral program for healthcare providers and care partners to connect people affected by dementia to the Society's support services. Quarterly data reports on First Link are provided to the Ministry of Health and regional health authorities. On occasion, the Society meets with B.C. MLAs to inform them about the healthcare and social needs of people living with dementia and their care partners. At the request of the MLAs, the Society will also present information about dementia at the B.C. Legislature and at public constituency events. A Society web-based guide provides information to people affected by dementia about how to inform their MLA about their experience with the disease. The Society liaises with staff from the Ministry of Health in respect of Ministry Policy initiatives affecting people with dementia and their care partners. The Society submits reports when invited, to Legislative Committees such as Finance and Health.",
108162124RR0001,2018-04-30 00:00,23,"The Aboriginal Student Centre at the University of Regina encouraged all University of Regina students, staff and faculty to engage in Have a Heart Day. They were invited to write or sign letters that were sent to Members of Parliament. Members of Parliament. Have Heart Day is a program of First Nations child amd Family Caring Scoiety, and is child and youth-led reconcilliation event that brings together caring Canadians to help ensure First Nations children have the services they need to grow up safely at home, get a good education, be healthy, and be proud of their cultures. This progrma links to our ongoing programs of providing student and support.",
118977271RR0001,2018-03-31 00:00,23,"Take Back the Night March, which is A March for Safety and awareness OF violence -Participated IN pride parade -Social MEDIA-to PROVIDE international awareness OF sexualized violence",
107770067RR0001,2018-09-30 00:00,23,"Supported Bill C-323 which proposed a federal tax credit for rehabilitation of certain buildings listed in the Canadian Register of Historic Places. Connection to charitable purposes: advocate for policies which protect and support places of historical an architectural significance.The Charity did not spend any money on the political activities; however, it did sign a letter and called upon the public to express their support for the bill.",
893659920RR0001,2018-08-31 00:00,23,Support of the Evangelical Fellowship of Canada's Legal Fund and information provided to members regarding legislation that afect the ability of our congregation to freely practice their religious beliefs in Canada.,
831960513RR0001,2018-12-31 00:00,23,"SUNDAY SCHOOL, BIBLE STUDIES, PRAYER SERVIVES, WORSHIP SERVICES, MISSIONARY PROJECTS, ETC.",
864470331RR0001,2018-11-30 00:00,23,"Subordinate to the charitable purpose of the Foundation, was a $15000 (less than 3% of the total expenditures of the Foundation including gifts to qualified donees)contribution to the Reserves 2000 not for profit organization. Reserves 2000 is a coalition of Canadians who wish to preserve the Militia as a viable option in Canadian defence capability. The Foundation has made gifts to qualified donees in order to fulfull its charitable purpose.",
889307021RR0001,2018-03-31 00:00,23,"Submissions to the following public consultations were shared with the public: 1. Submission on children's rights and poverty reduction for public consultations on natural poverty strategy 2. Submission on children's rights and proposals for improving the criminal code for public consultation process on criminal code for reform 3. Submission on children's rights relevant to child labour and supply chains for hearings by House of Commons Human Rights Committee 4. Open public leter and presentations to Senate committee on children's rights and marijuana use, for hearing related to legislation to legalize mariijauna. 5. Submission on Children's Right to a Healthy Environment to parliamentary committee considering environmental regulatory process. 6. Submission on Children's Rights and Family Law Reform as part of consultations by Justice Canada on family law reform 7. Research paper on children's rights and education was widely distributed for public information and use by government officials. Meetings were attended, and Letters and position papers were presented, to relevant public officials on the following subjects:",
889713178RR0001,2018-12-31 00:00,23,"Submissions to government on proposed changes to legislation that would impact animal welfare.Submissions to local government on policies relating to animal welfareCall to action for public to contact government officials on policies impacting animal welfare; submissions to government on such policies.All of these activities related to our charitable purposes which includes: ""To further and ensure the fair and proper treatment of animals in our community""",
816591721RR0001,2018-12-31 00:00,23,Student choice policy on dissection-we supported a group of students in North Vancouver with a request to their elected school board trustees that a student choice policy on dissection be implemented in the North Vancouver school district.,
822521878RR0001,2018-03-31 00:00,23,"Staff and financial resources were used to increase public engagement and support, for improvements to policies in the Greenbelt and Growth Plans that increase protection of agriculture and natural heritage and expansion of the Greenbelt to protect critical water resources.",
132071168RR0001,2018-12-31 00:00,23,"St. Matthias Church served as the fiscal sponsor for the publication of the proceedings of the Intimate Convictions conference in Kingston, Jamaica, which was dedicated to promoting the decriminalization of homosexual activities in Jamaica and other members of the Anglican Communion. In addition the Parish Hall was used as a venue for the publication's launch party. St. Matthias is inclusive and progressive. The decision to support this charitable purpose was confirmed by vestry in 2018.",
754870913RR0001,2018-12-31 00:00,23,"Soutien à la création, recherche et diffusion des arts visuels.",
858388366RR0001,2018-06-30 00:00,23,"SOULAGER LA PAUVRETÉ EN FOURNISSANT AUX PERSONNES PAUVRES LES NÉCESSITÉS DE LA VIE TELLES QUE NOURRITURE, VÊTEMENTS, LOGEMENT DANS LES PAYS EN VOIE DE DÉVELOPPEMENT. SERT À L'AVANCEMENT DE L'ÉDUCATION EN CONSTRUISANT DES ÉCOLES, EN FOURNISSANT DES PROGRAMMES D'ÉDUCATION ET EN ÉLABORANT DES OTILS ÉDUCATIFS DANS LES PAYS EN VOIE DE DÉVELOPPEMENT. SERT À PROMOUVOIR LA SANTÉ EN FOUMISSANT DU MATÉRIAL ET DES MÉDICAMENTS.",
817929912RR0001,2018-12-31 00:00,23,Sollicitation de la population et des organismes du milieu afin de combler le montage financier du projet.,
131272783RR0001,2018-03-31 00:00,23,Soirées publiques sur des enjeux locaux regionaux et provinciaux Soirées citoyennes avec les candidats lois d'election Accompagnement de citoyens pour faire valoir leurs droits afin d'ameliorer la vie de quartier,
129543443RR0001,2018-12-31 00:00,23,"SOCIAL POLICY WORK WITH LABOUR AND COMMUNITY PARTNERS, ATTENDING MEETINGS (TRAVEL)",
874914955RR0001,2018-12-31 00:00,23,"Social Assistance Rates: activities - postcard campaign and a blog focused on inadequate social assistance rates and the need to raise them. Low Income Transit Passes: activities - postcard campaign, letters to Alberta government, attendance at a City of Calgary consultationGender, Labour and Immigration: activities - hosted a workshop on immigration and labour policy specifically on Migrant Caregivers, a policy position statement on Gender, Labour and Immigration developed. Basic Income: activities - memberships and work on Basic Income Calgary committee Snow and Ice Removal: activities - meeting City of Calgary Admin to provide a gender lens to snow removal policy. Municipal Government - Gender Equity and Diversity Notice of Motion: activities - meetings with multiple City Councillors, presentation to Community and Protective Services These activities contribute to client's charitable purpose to serve the needs of women in the community, including the needs of marginalized women, impoverished women and women in transition.",
831268354RR0001,2018-03-31 00:00,23,"Socia media posts: posts were shared from a partner organization's social media page, asking supporters to contact their elected representatives and express their concern with a pipeline project. Another post provided a link to our supporters to express their support for renewable energy in Canada. This relates to the organization's purpose to educate the public on climate change science and solutions. We provided information on Canada's greenhouse gas reduction target and how different energy projects impact our country's ability to meet its international commitment. Discussing local climate action plans with volunteers; time spent discussing with volunteers how they can collaborate with city officials to accelerate the development of local climate action plans. This is part of the organization's purpose to educate on climate change science and solutions. One of the solutions proposed was to follow the Federation of Canadian Municipalities' Partners for Climate Protection's 5-milestone framework, and help city councils across the country accelerate the deployment of climate solutions, though citizen consultation events and public awareness activities. Handbook development for volunteers: the object of the handbook is to present an overview of how local climate policy is developed, and encouraged the Canadian public to take part in local greenhouse gas reduction efforts.",
124419680RR0001,2018-03-31 00:00,23,"SMCA has no poltical involvements of any level of provincial, municipal or federal levels.",
119282085RR0001,2018-03-31 00:00,23,"Six ""Fighting Words"" articles were written and published Society representative regularly attended Poverty Reduction Coalition meetings Society represented regularly attended BC Health Coalition meetings One community forum was presented Society worked with HIV Legal Network and National Coalition to draft a letter to the Federal Attorney General demanding more attention to HIV Criminalization and lobby for PLHIV influence on federal charges guidelinesSecured 'Stigma Free Zone' accreditation for 1101 Seymour Street",
129995510RR0001,2018-12-31 00:00,23,"Signed petitions such as Amnesty international, Chew on This and anti-poverty vigils",
119029163RR0001,2018-08-31 00:00,23,"SIGNATURES DE LETTRES ET PÉTITIONS DEMANDANT AU GOUVERNEMENT DE CHANGER LEUR POINT DE VUE SUR CERTAINS DOSSIERS ET DIFFUSION DE COMMUNIQUÉS EN PARTENARIAT AVEC DES ORGANISMES POUR DÉNONCER DES PRISES DE DÉCISIONS GOUVERNEMENTALES (FÉDÉRALES, MUNICIPALES, PROVINCIALES)",
107728214RR0001,2018-08-31 00:00,23,"SIGNATURE + APPELS DE PÉTITIONS + MANIFESTATIONS POUR DÉNOSIER OU REVENDIGUER DE MEILLEURS CONDITION DE TRAVAIL POUR LES TRAVALLEUSES ET TRAVAILLEURS NON-SYNDIQUÉS, LES TRAVAILLEURS RECONTRES AVEC DES ÉLV(E)S SELON LES ENJEUX.",
119149797RR0001,2018-12-31 00:00,23,"Sierra Club BC works to defend B.C.'s wild places and species, within the urgent context of climate change.We advocate for a rapid shift away from fossil fuels to a low carbon, equitable economy.We work to inspire British Columbians to value nature and to defend it. In particular, we focus on children and youth to foster environmental literacy and to encourage the environmental leaders of tomorrow.Sierra Club BC relies on science-based research and peaceful, democratic means to advocate for change.",
853809879RR0001,2018-06-30 00:00,23,Sensibilisation de la population à la question du logement abobrable.,
897431169RR0001,2018-03-31 00:00,23,"SENIOR ISSUE AWARENESS ON VARIOUS TOPICS INVOLVING SENIORS IN THE WORKPLACE, HEALTHCARE, PENSIONS, HOUSING AND ELDER ABUSE.",
805979424RR0001,2018-12-31 00:00,23,Research & education on M1S1,
132257031RR0001,2018-03-31 00:00,23,"Representatives of our organization have appeared,from time to time,before the Standing Committee of the Legislature on Community Services to provide information about how policy impacts our clients. We write letters to the Minister and to government employees from time to time to explain how our individual clients or groups of clients are affected by legislation. We contribute in a small way the writing of an alternative provincial budget with emphases,from us,on homelessness and affordable housing. We have made a submission to the federal government regarding a national housing strategy as all Canadians were invited to do so,particularly those of us working in the homelessness and housing sector. We do not make any gifts,financial or otherwise. Our political activities,as described here,are directly related to the provision of services and supports to vulnerable persons who we meet as clients.",
118869353RR0001,2018-03-31 00:00,23,Representations auprès des élus municipaux et provinciaux afin d'améliorer la règlementation en matière de logements locatifs privés et de promouvoir le maintien et le développement de logement social.,
119063188RR0001,2018-03-31 00:00,23,"REPRÉSENTATION AUPRÉS DES INSTANCES PUBLIQUES POUR FAIRE CHANGER CERTAINES LOIS, RÉGIEMENTS OU PROGRAMMES AFIN DE FAVORISER L'INCLUSION SOCIALE DES PERSONNES AYANT UNE DÉFICIENCE MOTRICE. ATELIERS, COURS SÉANCES D'INFORMATION ET COMITÉS DE TRAVAIL AFIN DE CONSCIENTISER ET MOBILISER LES MEMBRES DE L'ORGANISME SUR LE DÉFENSE DE LEURS DRO8ITS ET DE L'IMPORTANCE DE REVENDIQUER DE MEILLEURES CONDITIONS DE VIE.",
865967970RR0001,2018-12-31 00:00,23,RENCONTRES AVEC LES MEMBRES DE NOTRE ASSOCIATION (ASSOCITATION DE RESSOURCES INTERMÉDIAIRES D'HEBERGEMENT DE QUÉBEC) POUR REVENDIQUER DE MEILLEURS CONDITIONS DE LA PART DU GOVERNEMENT DE QUÉBEC POUR LE CENE DE NOTRE RISSIM.,
100193457RR0001,2018-12-31 00:00,23,"Rencontres avec divers ministères sur des enjeux de droits humains: réfugiés, sécurité, commerce, femmes et peuples autochtones.",
131843484RR0001,2018-03-31 00:00,23,"Rencontre avec la ministre de la Justice, rédaction et dépôt d'un mémoir à l'Assemblée nationale pour le dépôt du projet de loi 134 visant à soulever les problématiques et faire des propositions concernant la réglementation du crédit qui a un grand impact auprès des consommateurs et de leur qualité de vie; Recommandations sur le projet de loi 141 qui contenait de nombreuses mesures qui auraient été néfastes pour les consommateurs. Rencontre avec le ministre des Finances pour le projet de loi 188, projet de loi détériorant la protection des consommateurs. Envoi d'une lettre concernant le sous-financement des organismes aux députés Harold Lebel, Pascal Bérubé, Sébastien Proulx, Jean D'Amour, Gaétan Leièvre et Germain Chevarie afin de préserver et faciliter l'accès aux services tout au long de l'année(fermeure régulière d'organismes en saison estivale par manque de moyens financiers). Sensibilisation des élus et de la population sur les risques d'inclure les OBNL à la réforme de la Loi sur la transparence et l'éthique en matière de lobbyisme. Les organismes communautaires ne sont pas des lobbyistes. Publications relatives aux droits des consommateurs sur les médias sociaux selon le contexte.",
130715774RR0001,2018-03-31 00:00,23,"Rencontre avec divers ministères pour discuter des sujets suivants: les besoins financiers des maison et d'hébergement, notamment les besoins d'agrandissement et de rénovation versus le manque de places, l'accessibilités à leurs services tels que l'interprétariat; les protocoles de référence policière; la pratique et la formation policière; l'IVAC; l'accès à l'aide juridique et au tribunal de la famille; la violence à l'égard des femmes et des filles; le règlement d'application de la Loi sur l'immatriculation des armes à feu au Québec. Consultations sur le plan d'action gouvernemental en matière de violence conjugale et celui en matière de santé et de bien-être des femmes ainsi que sur la prochaine campagne de sensibilisation gouvernementale à la violence envers les femmes. Démarches pour s'assurer de l'application du règlement des logements à loyer modique concernant la priorisation des femmes victimes de violence conjugale. Demande de la mise sur pied d'un comité québécois d'examen des décès liés à la violence conjugale. Rencontre avec le Secrétariat à la condition féminine sur la stratégie gouvernementale pour l'égalité entre les femmes et les hommes.",
107641763RR0001,2018-12-31 00:00,23,"Reconcilliation work, anti poverty work, climate justice action. Just peace in Palestine and Israel, united Network for Just peace in Palestine and Israel",
