"BN/Registration number","Fiscal period end","Form ID","100","110","120","130"
"107793267RR0001",2018-12-31 00:00:00,"23","N","N",,
"107793713RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107794075RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107794158RR0001",2018-6-30 00:00:00,"23","N","N",,
"107794349RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107794885RR0001",2018-3-31 00:00:00,"23","N","N",,"N"
"107795692RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107795809RR0001",2018-12-31 00:00:00,"23","N","N",,
"107796526RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0002",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0003",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0004",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0009",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0010",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0011",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0012",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0013",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0017",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0018",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0019",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0020",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0022",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0023",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0024",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0026",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0028",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0032",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0033",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0035",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0038",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0039",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0041",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0042",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0043",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0046",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0047",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0048",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0049",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0054",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0057",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0059",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0062",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0063",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0064",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0065",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0068",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0070",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0071",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0072",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0073",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0074",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0076",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0077",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0080",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0081",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0082",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0083",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0084",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0085",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0086",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0087",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0088",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0089",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0090",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0092",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0093",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0094",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0097",2018-12-31 00:00:00,"23",,"N","N","N"
"107797383RR0098",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0099",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0100",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0102",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0103",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0104",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0105",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0107",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0109",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0110",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0111",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0113",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0116",2018-8-31 00:00:00,"23","N","N","N","N"
"107797383RR0117",2018-8-31 00:00:00,"23","N","N","N","N"
"107797383RR0119",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0120",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0122",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0123",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0126",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0130",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0131",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0132",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0134",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0135",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0136",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0137",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0138",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0139",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0140",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0141",2018-12-31 00:00:00,"23","N","N","N","N"
"107797383RR0142",2018-12-31 00:00:00,"23","N","N","N","N"
"107798100RR0001",2018-6-30 00:00:00,"23","N","N",,
"107800542RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107800914RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107802670RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107803421RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"107803744RR0001",2018-12-31 00:00:00,"23","N","N",,
"107804205RR0001",2018-12-31 00:00:00,"23","N","N",,
"107805111RR0001",2018-5-31 00:00:00,"23","N","Y","N","N"
"107805590RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107805632RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107805798RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"107806242RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107806267RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107807224RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107807935RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107809139RR0001",2018-4-30 00:00:00,"23","N","N",,
"107811465RR0001",2018-12-31 00:00:00,"23","N","N",,
"107811564RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107811879RR0001",2018-12-31 00:00:00,"23","N","N",,
"107812646RR0001",2018-12-31 00:00:00,"23","N","N",,
"107813750RR0001",2018-12-31 00:00:00,"23","N","N",,
"107814568RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107814881RR0001",2018-12-31 00:00:00,"23","N",,,
"107815201RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107815375RR0001",2018-6-30 00:00:00,"23","N","N",,
"107815433RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107815615RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107815623RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107817058RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107817595RR0001",2018-12-31 00:00:00,"23","N","N",,
"107819021RR0001",2018-12-31 00:00:00,"23","N","N",,
"107820011RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107822850RR0001",2018-12-31 00:00:00,"23","N","N",,
"107824526RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107826216RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107828550RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107828626RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107829012RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107831323RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107831539RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107833311RR0001",2018-12-31 00:00:00,"23","N","N",,
"107833394RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0011",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0027",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0029",2018-12-31 00:00:00,"23","N","N",,
"107833394RR0030",2018-12-31 00:00:00,"23","N",,,
"107833394RR0032",2018-12-31 00:00:00,"24","N","N",,
"107833394RR0033",2018-12-31 00:00:00,"23","N",,,
"107833394RR0040",2018-12-31 00:00:00,"23","N","N",,
"107833394RR0047",2018-12-31 00:00:00,"23","N",,,
"107833394RR0054",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0055",2018-12-31 00:00:00,"23","N","N",,
"107833394RR0056",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0067",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0069",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0072",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0074",2018-12-31 00:00:00,"23","N",,,
"107833394RR0076",2018-12-31 00:00:00,"23","N",,,
"107833394RR0078",2018-12-31 00:00:00,"23","N","N",,
"107833394RR0085",2018-12-31 00:00:00,"23","N","N","N","N"
"107833394RR0087",2018-12-31 00:00:00,"23","N","N",,
"107833394RR0090",2018-12-31 00:00:00,"23","N",,,
"107833394RR0099",2018-12-31 00:00:00,"23","N",,,
"107833394RR0122",2018-12-31 00:00:00,"23","N","N",,
"107834939RR0001",2018-12-31 00:00:00,"23","N","N",,
"107834988RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"107836686RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"107836694RR0001",2018-12-31 00:00:00,"23","N","N",,
"107837643RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107840365RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"107842726RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107843336RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107843500RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107845091RR0001",2018-12-31 00:00:00,"23","N","N",,
"107845133RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107845968RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"107846081RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107846818RR0001",2018-12-31 00:00:00,"23","N",,,
"107848368RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107849002RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"107849333RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107850422RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107851909RR0001",2018-12-31 00:00:00,"23","N","N",,
"107852006RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107852469RR0001",2018-12-31 00:00:00,"23","N","N",,
"107852527RR0001",2018-3-31 00:00:00,"23","N","N",,
"107852857RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107853160RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107853293RR0001",2018-1-31 00:00:00,"23","N","N",,
"107853434RR0001",2018-12-31 00:00:00,"23","N","N",,
"107853517RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107854010RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107854531RR0001",2018-3-31 00:00:00,"23","N","N",,
"107856114RR0001",2018-8-31 00:00:00,"23","N","N",,
"107856593RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107856825RR0001",2018-12-31 00:00:00,"23","N","N",,
"107857765RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107858011RR0001",2018-12-31 00:00:00,"23","N","N",,
"107858524RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107858755RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"107859167RR0001",2018-12-31 00:00:00,"23","N","N",,
"107860967RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107860983RR0001",2018-3-31 00:00:00,"23","N","N",,
"107861932RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107862559RR0001",2018-7-31 00:00:00,"23","N","N",,
"107865412RR0001",2018-3-31 00:00:00,"23","N","N",,
"107868135RR0001",2018-6-30 00:00:00,"23","N","N",,
"107869364RR0001",2018-12-31 00:00:00,"23","N","N",,
"107871790RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0003",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0004",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0006",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0007",2018-12-31 00:00:00,"23","N","N",,
"107876476RR0015",2018-12-31 00:00:00,"23","N","N",,
"107876476RR0020",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0021",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0062",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0065",2018-12-31 00:00:00,"23","N","N","N",
"107876476RR0068",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0080",2018-12-31 00:00:00,"23","N","N","N","N"
"107876476RR0083",2018-12-31 00:00:00,"23","N","N",,
"107876476RR0092",2018-12-31 00:00:00,"23","N","N","N","N"
"107878639RR0001",2018-8-31 00:00:00,"23","N","N",,
"107878761RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107879462RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107879520RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107883571RR0003",2018-5-31 00:00:00,"23","N","N",,
"107884033RR0001",2018-12-31 00:00:00,"23","N","N",,
"107888539RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107889461RR0001",2018-3-31 00:00:00,"23","N","N",,
"107895377RR0001",2018-8-31 00:00:00,"23","N","N",,
"107895641RR0001",2018-12-31 00:00:00,"23","N","N",,
"107896136RR0001",2018-12-31 00:00:00,"23","N","N",,
"107896599RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107896789RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"107897449RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107897811RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107898595RR0001",2018-12-31 00:00:00,"23","N","N",,
"107898785RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107906661RR0001",2018-12-31 00:00:00,"23","N","N",,
"107907453RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107907685RR0001",2018-8-31 00:00:00,"23","N","N",,
"107909939RR0001",2018-12-31 00:00:00,"23","N","N",,
"107909939RR0002",2018-12-31 00:00:00,"23","N","N",,
"107909939RR0003",2018-12-31 00:00:00,"23","N","N",,
"107909939RR0017",2018-12-31 00:00:00,"23","N","N","N","N"
"107909939RR0032",2018-12-31 00:00:00,"23","N","N",,
"107909939RR0070",2018-12-31 00:00:00,"23","N","N",,
"107909939RR0079",2018-12-31 00:00:00,"23","N","N","N","N"
"107909939RR0080",2018-12-31 00:00:00,"23","N","N",,
"107909939RR0092",2018-12-31 00:00:00,"23","N","N","N","N"
"107910192RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107910192RR0004",2018-12-31 00:00:00,"23","N","N",,
"107910192RR0005",2018-12-31 00:00:00,"23","N","N",,
"107910192RR0008",2018-12-31 00:00:00,"23","N","N","N","N"
"107910192RR0009",2018-12-31 00:00:00,"23","N","N","N","N"
"107910192RR0014",2018-12-31 00:00:00,"23","N","N",,
"107910192RR0017",2018-12-31 00:00:00,"23","N","N",,
"107910192RR0018",2018-12-31 00:00:00,"23","N","N","N","N"
"107910192RR0021",2018-12-31 00:00:00,"23","N","N",,
"107910259RR0026",2018-12-31 00:00:00,"23","N","N","N","N"
"107910259RR0083",2018-12-31 00:00:00,"23","N","N","N","N"
"107910259RR0113",2018-12-31 00:00:00,"23","N","N","N","N"
"107910267RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107910275RR0007",2018-12-31 00:00:00,"23","N","N",,
"107910275RR0008",2018-12-31 00:00:00,"23","N","N","N","N"
"107910606RR0001",2018-12-31 00:00:00,"23","N","N",,
"107913337RR0001",2018-3-31 00:00:00,"23","N","N",,
"107913378RR0001",2018-12-31 00:00:00,"23","N","N",,
"107913972RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107914756RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107915373RR0001",2018-12-31 00:00:00,"23","N","N",,
"107916330RR0001",2018-6-30 00:00:00,"23","N",,,
"107929341RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"107930844RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"107932105RR0001",2018-5-31 00:00:00,"23","N","N",,
"107932337RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"107932493RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"107933103RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107933426RR0001",2018-12-31 00:00:00,"23","N","N",,
"107935637RR0001",2018-3-31 00:00:00,"23","N","N",,
"107941015RR0001",2018-3-31 00:00:00,"23","N","N",,
"107941130RR0001",2018-12-31 00:00:00,"23","N","N",,
"107944860RR0001",2018-12-31 00:00:00,"23","Y","N","N","N"
"107944977RR0001",2018-12-31 00:00:00,"23","N","N",,
"107946501RR0001",2018-12-31 00:00:00,"23","N","N",,
"107947947RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107947954RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107948804RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107949471RR0001",2018-12-31 00:00:00,"23","N","N",,
"107950669RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107950917RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107951618RR0404",2018-3-31 00:00:00,"23","Y",,,
"107951618RR0554",2018-3-31 00:00:00,"23","N","N","N","N"
"107954943RR0001",2018-3-31 00:00:00,"23","N","N",,
"107955387RR0002",2018-3-31 00:00:00,"23","N","N","N","N"
"107957003RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107957029RR0001",2018-3-31 00:00:00,"23","N","N",,
"107960866RR0001",2018-6-30 00:00:00,"23","N","N",,
"107961229RR0001",2018-6-30 00:00:00,"23","N","N",,
"107961559RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107961575RR0001",2018-6-30 00:00:00,"23","N","N",,
"107961963RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107962359RR0001",2018-6-30 00:00:00,"23","N","N",,
"107965295RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107966459RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107966764RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107967002RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107967721RR0001",2018-3-31 00:00:00,"23","N","N",,
"107968042RR0001",2018-12-31 00:00:00,"23","N",,,
"107971061RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107971343RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"107971558RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107972333RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"107976300RR0001",2018-12-31 00:00:00,"23","N","N",,
"107976565RR0002",2018-3-31 00:00:00,"23","N","N","N","N"
"107977183RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107977233RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107979080RR0001",2018-12-31 00:00:00,"23","N","N",,
"107981060RR0001",2018-12-31 00:00:00,"23","N","N",,
"107981359RR0001",2018-12-31 00:00:00,"23","N","N",,
"107984833RR0001",2018-12-31 00:00:00,"23","N","N",,
"107986739RR0001",2018-3-31 00:00:00,"23","N","N",,
"107988388RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"107988735RR0001",2018-3-31 00:00:00,"23","N","N",,
"107989402RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107989444RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107990095RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107990483RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107994964RR0001",2018-3-31 00:00:00,"23","N","N",,
"107995516RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107995730RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107995763RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107996043RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107996084RR0001",2018-6-30 00:00:00,"23","N","N",,"N"
"107996548RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107996647RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107996654RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107996746RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107996860RR0001",2018-3-31 00:00:00,"23","N","N",,
"107997751RR0001",2018-12-31 00:00:00,"23","N","N",,
"107997769RR0001",2018-9-30 00:00:00,"23","N","N",,
"107997819RR0001",2018-3-31 00:00:00,"23","N","N",,
"107997975RR0001",2018-12-31 00:00:00,"23","N","N",,
"107999328RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"107999393RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107999468RR0001",2018-3-20 00:00:00,"23","N","N","N","N"
"108000480RR0001",2018-6-30 00:00:00,"23","N","N",,
"108000753RR0001",2018-3-31 00:00:00,"23","N","N",,
"108000837RR0001",2018-12-31 00:00:00,"23","N","N",,
"108001041RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"108001728RR0001",2018-12-31 00:00:00,"23","N","N",,
"108001918RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108002304RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108002395RR0001",2018-12-31 00:00:00,"23","N","N",,
"108002452RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108002619RR0001",2018-6-30 00:00:00,"23","N","N",,
"108002692RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108004193RR0001",2018-12-31 00:00:00,"23","N","N",,
"108004409RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108004458RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108004706RR0001",2018-12-31 00:00:00,"23","N","N",,
"108004714RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108004904RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108005026RR0001",2018-12-31 00:00:00,"23","N",,,
"108005042RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108005208RR0001",2018-12-31 00:00:00,"23","N","N",,
"108005224RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108005497RR0001",2018-12-31 00:00:00,"23","N","N",,
"108005711RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108005919RR0001",2018-12-31 00:00:00,"23","N","N",,
"108006131RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"108006248RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108006511RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108006537RR0001",2018-12-31 00:00:00,"23","N","N",,
"108006602RR0001",2018-12-31 00:00:00,"23","N","N",,
"108008731RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108010711RR0001",2018-12-31 00:00:00,"23","N","N",,
"108012022RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108012907RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108013046RR0001",2018-12-31 00:00:00,"23","N","N",,
"108013483RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108013863RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108014432RR0001",2018-12-31 00:00:00,"23","N","N",,
"108015603RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108015793RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"108016312RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108016916RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108016957RR0001",2018-3-31 00:00:00,"23","N","N",,
"108016965RR0001",2018-12-31 00:00:00,"23","N","N",,
"108017211RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108017690RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108019399RR0001",2018-6-30 00:00:00,"23","N",,,
"108020751RR0001",2018-12-31 00:00:00,"23","N","N",,
"108020793RR0001",2018-12-31 00:00:00,"23","N","N",,
"108020835RR0001",2018-6-30 00:00:00,"23","N","N",,
"108021544RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"108021569RR0002",2018-12-31 00:00:00,"23","N","N","N","N"
"108021700RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108022500RR0009",2018-12-31 00:00:00,"23","N","N",,
"108022518RR0001",2018-12-31 00:00:00,"23","N","N",,
"108023045RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108023375RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108023441RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108023664RR0001",2018-12-31 00:00:00,"23","N","N",,
"108023714RR0001",2018-12-31 00:00:00,"23","N","N",,
"108024084RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108024217RR0001",2018-8-31 00:00:00,"23","N","N",,
"108025263RR0001",2018-12-31 00:00:00,"23","N","N",,
"108025586RR0001",2018-12-31 00:00:00,"23","N","N",,
"108027798RR0001",2018-12-31 00:00:00,"23","N","N",,
"108028119RR0001",2018-12-31 00:00:00,"23","N","N",,
"108028135RR0001",2018-12-31 00:00:00,"23","N",,,
"108029059RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108029281RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108029729RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108029752RR0001",2018-3-31 00:00:00,"23","N","N",,
"108029786RR0001",2018-12-31 00:00:00,"23","N","N",,
"108030735RR0002",2018-12-31 00:00:00,"23","N","N","N","N"
"108031097RR0001",2018-12-31 00:00:00,"23","N","N",,
"108031162RR0001",2018-12-31 00:00:00,"23","N","N",,
"108031295RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108031428RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"108031451RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
