"BN/Registration number","Fiscal period end","Form ID","200","210","Name of individual/organization (1)","Country (1)","Amount (1)","Name of individual/organization (2)","Country (2)","Amount (2)","Name of individual/organization (3)","Country (3)","Amount (3)","Charity's Program Country Code (1)","Charity's Program Country Code (2)","Charity's Program Country Code (3)","Charity's Program Country Code (4)","Charity's Program Country Code (5)","Charity's Program Country Code (6)","Charity's Program Country Code (7)","Charity's Program Country Code (8)","Charity's Program Country Code (9)","Charity's Program Country Code (10)","220","230","240","250","260","Item exported (1)","Value (CAN) (1)","Destination (city/region) (1)","Country code (1)","Item exported (2)","Value (CAN) (2)","Destination (city/region) (2)","Country code (2)","Item exported (3)","Value (CAN) (3)","Destination (city/region) (3)","Country code (3)","Item exported (4)","Value (CAN) (4)","Destination (city/region) (4)","Country code (4)"
"841055619RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841060676RR0001",2018-8-31 00:00:00,"23",$9771.00,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841063878RR0001",2018-4-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841068760RR0001",2018-10-31 00:00:00,"23",,"N",,,,,,,,,,"IN",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841071640RR0001",2018-6-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841072762RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841080286RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,"QS",,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841083439RR0001",2018-6-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841104649RR0001",2018-5-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841110828RR0001",2018-12-31 00:00:00,"23",$33491.00,"Y","Mary C. Scribner","US",$33491.00,,,,,,,"US",,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841117997RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841127418RR0001",2018-12-31 00:00:00,"23",,"Y","BEREKET ASMELASH","ET",,,,,,,,"ET",,,,,,,,,,"Y",,"N","Y","N",,,,,,,,,,,,,,,,
"841128168RR0001",2018-8-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841176472RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841193758RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841207889RR0001",2018-12-31 00:00:00,"23",$50050.00,"N",,,,,,,,,,"QR",,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841215262RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,,,,,,,,,,,,,,,,,,,
"841226897RR0001",2018-9-9 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841232952RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841233901RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841246416RR0001",2018-7-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841248149RR0001",2018-3-18 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841250509RR0001",2018-10-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841250749RR0001",2018-5-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841251309RR0001",2018-11-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841270705RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841274483RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841281835RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","Y","Y","TO TEACH & TRAIN",$0.00,"BIHAR,PATMA","IN",,,,,,,,,,,,
"841306160RR0001",2018-2-28 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841314412RR0001",2018-8-31 00:00:00,"23",$19572.00,"N",,,,,,,,,,,,,,,,,,,,"N",,"Y","Y","N",,,,,,,,,,,,,,,,
"841319809RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841335870RR0001",2018-12-31 00:00:00,"23",$42936.00,"Y","IMRE SZOKE","HN",$3600.00,"BRIAN RAY","US",$2805.00,,,,"BY","RU","QP",,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841336068RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841349582RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841354319RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841364268RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841369366RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841372709RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841372899RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841377567RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841382286RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,,,,,,,,,,,,,,,,,,,
"841384084RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841387764RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841390859RR0001",2018-12-31 00:00:00,"23",$27902.00,"Y","HOME OF NYUMBA YANGA ORPHANAGE","ZM",$27902.00,,,,,,,,,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841394935RR0001",2018-7-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841397532RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841408552RR0001",2018-6-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841410756RR0001",2018-9-18 00:00:00,"23",,,,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841425648RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841434038RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841448897RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841456031RR0001",2018-6-30 00:00:00,"23",$52753.00,"Y",,"TZ",$31371.00,,"IN",$333.00,,"MX",$21049.00,"IN","MX","TZ",,,,,,,,"N",,"Y","Y","N",,,,,,,,,,,,,,,,
"841459423RR0001",2018-10-31 00:00:00,"23",$79243.00,"Y","COMMUNITY FORESTS PEMBA","TZ",$65231.00,,,,,,,,,,,,,,,,,"N",,"Y","Y","N",,,,,,,,,,,,,,,,
"841469547RR0001",2018-3-31 00:00:00,"23",$570490.00,"N",,,,,,,,,,"GH","KE","LA","QS","UG","VN",,,,,"Y",$904256.00,"Y","Y","N",,,,,,,,,,,,,,,,
"841471212RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841490857RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841495609RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841516685RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841525074RR0001",2018-12-31 00:00:00,"23",$11059.00,"Y","Russian Assembly of God Moscow","RU",$3000.00,"UKSW Universities Kristen Satya Wascana","ID",$8059.00,,,,"RU","ID",,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841527104RR0001",2018-12-31 00:00:00,"23",$57287.00,"Y","Ninos Con Valor","BO",$55603.00,"Ines Rake","BO",$1684.00,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841527914RR0001",2018-12-31 00:00:00,"23",$115074.00,"N",,,,,,,,,,"HT",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841534712RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841564842RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841581861RR0001",2018-12-31 00:00:00,"23",$278716.00,"Y","EI SHADDAI","HT",$130636.00,,"CN",,,"VN",,"CD","CN","EC","GT","HT","KH","MM","VN","ZW",,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841583313RR0001",2018-12-31 00:00:00,"23",$34152.00,"Y","Ponheary Ly Foundation","KH",$34152.00,,,,,,,"KH",,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841583495RR0001",2018-8-31 00:00:00,"23",$17100.00,"Y","Isabelle Goosen, Fitzpatrick Library, South Africa","QS",$17100.00,,,,,,,"QS",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841583719RR0001",2018-12-31 00:00:00,"23",$165878.00,"Y","Erasing Family Films LLC, a limited liability company constituted under the laws of California, USA","US",$165878.00,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841586589RR0001",2018-5-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841595168RR0001",2018-8-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841597057RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841606346RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841616147RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841616733RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841621154RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841621956RR0001",2018-6-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841642606RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841657919RR0001",2018-12-31 00:00:00,"23",$3830.00,,,,,,,,,,,"BD",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841661127RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841663628RR0001",2018-6-30 00:00:00,"23",$217672.00,"Y","Awana International","US",$92235.00,"Abner Gonzalez","CU",$3900.00,"Ruben Interiano","GT",$5765.00,,,,,,,,,,,"N",,"Y","N","N",,,,,,,,,,,,,,,,
"841680366RR0001",2018-12-31 00:00:00,"23",$17384.00,"Y","ARNULFO VIERYA SAAVEDRA","MY",$7446.00,,,,,,,"MY",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841684152RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841688682RR0001",2018-12-31 00:00:00,"24",,"Y","INSTITUTION INTERNATIONALE","HT",,,,,,,,"HT",,,,,,,,,,"N",,"N","Y","Y",,,,,,,,,,,,,,,,
"841717283RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841732886RR0001",2018-10-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841737406RR0001",2018-10-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841739089RR0001",2018-12-31 00:00:00,"23",$20045.00,"Y","Peace House International Ministry","IN",$2327.00,"Peace House International Ministry","NG",$1160.00,"Peace House International Ministry","UG",$16064.00,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841741085RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841763519RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841773302RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841783640RR0001",2018-12-31 00:00:00,"23",$14045.00,"Y","MEMRI","US",$14045.00,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841788524RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841788755RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841797475RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841799984RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841802267RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841805799RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841811680RR0001",2018-8-31 00:00:00,"23",$53711.00,"Y","HOPE AFRICA CHILDREN'S MINISTRY","UG",$6312.00,"NATURINDA ELIAB, CONSULTANT","US",$1736.00,,,,"UG",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841814965RR0001",2018-3-31 00:00:00,"23",$72667.00,"Y","SOCIETY FOR THE URBAN POOR (SOUP)","QR",$34529.00,"HIMALAYAN HUMAN RIGHTS MONITORS","QR",$38138.00,,,,"QR","QR",,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841816002RR0001",2018-2-28 00:00:00,"23",$211079.00,"N",,,,,,,,,,"UG",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841816085RR0001",2018-12-31 00:00:00,"23",$1465.00,"N",,,,,,,,,,"MX",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841816887RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841818347RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,,,,,,,,,,,,,,,,,,,
"841820467RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841826407RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841829328RR0001",2018-12-31 00:00:00,"23",$54759.00,"Y","Potters for Peace","US",$20969.00,,,,,,,"RW","QS","KE","YE",,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841831944RR0001",2018-6-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841835614RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841839590RR0001",2018-12-31 00:00:00,"23",$4000.00,"N",,,,,,,,,,"CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841839624RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841846330RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841848740RR0001",2018-3-31 00:00:00,"23",$4947.00,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841856776RR0001",2018-4-30 00:00:00,"23",$27463.00,"Y","Otra Fe El Salvador","SV",$27463.00,,,,,,,"SV",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"841861826RR0001",2018-12-31 00:00:00,"23",$58351.00,"Y","Piam Maet Foundation","TH",$1300.00,"Heavens Family","IN",$1636.00,,,,"TH","IN",,,,,,,,,"N",,"Y","N","N",,,,,,,,,,,,,,,,
"841865207RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841876402RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841881352RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841883606RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"841952708RR0001",2018-3-31 00:00:00,"23",$0.00,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841953904RR0001",2018-10-31 00:00:00,"23",$0.00,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841958986RR0001",2018-6-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841962665RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"841979883RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842024564RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"842028961RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842032252RR0001",2018-12-31 00:00:00,"23",$7710.00,"Y","Leah Premaleela","IN",$4610.00,"Happy Home for HIV/AIDS & Orphan children","IN",$3100.00,,,,,,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"842034654RR0001",2018-6-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842036170RR0001",2018-9-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842045437RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842059727RR0001",2018-4-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842065922RR0001",2018-3-31 00:00:00,"23",$13145.00,"N",,,,,,,,,,"IN","QM",,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842075038RR0001",2018-12-31 00:00:00,"23",$1333.00,"N",,,,,,,,,,"MX",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"842083594RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"842105280RR0001",2018-12-31 00:00:00,"23",$1296.00,"Y","Boys and Girls Club of Coachella Valley","US",$1296.00,,,,,,,"US",,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842113482RR0001",2018-12-31 00:00:00,"23",$105639.00,"Y","Adventures in Mission","QS",$105639.00,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842117285RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842120685RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"842123085RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842125684RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842128480RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842129082RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842130882RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842133480RR0001",2018-12-31 00:00:00,"23",$608924.00,"Y","FORUM FOR AFRICAN WOMEN EDUCATIONALIST, REACH ONE TOUCH ONE MINISTRIES, SECOND CHANGE OF LIVING, NYAKA ORPHANS AIDS","UG",$296723.00,"FORUM FOR AFRICAN WOMEN EDUCATIONALIST","SL",$121040.00,"FORUM FOR AFRICAN WOMEN EDUCATIONALIST RWANDA","RW",$171556.00,"ET","QS",,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842135485RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,,,,,,,,,,,,,,,,,,,
"842138380RR0001",2018-8-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842138489RR0001",2018-12-31 00:00:00,"23",$59202.00,"Y","Pastor Ickpan N Vengon","LR",$157.00,,,,,,,"LR",,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"842142085RR0001",2018-12-31 00:00:00,"23",$4550.00,"Y","HEBRON CHRISANKUMAR (DILAN) LAMB","LK",$4550.00,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842144883RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842145880RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842146086RR0001",2018-12-31 00:00:00,"23",$45258.00,"Y","Fundacion Quiros Tanzi - ID #3-006-623057","CR",$45258.00,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842149619RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842151813RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842152282RR0001",2018-3-31 00:00:00,"23",$8500.00,"N",,,,,,,,,,"QR",,,,,,,,,,"N",,"Y","N","N",,,,,,,,,,,,,,,,
"842154569RR0001",2018-4-30 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842155186RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842157125RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842157471RR0001",2018-12-31 00:00:00,"23",$3600.00,"Y","Gertruda Schmitt","TZ",$3600.00,,,,,,,,,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"842167512RR0001",2018-8-31 00:00:00,"23",$43822.00,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842181992RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842197816RR0001",2018-12-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842198087RR0001",2018-6-30 00:00:00,"23",$27925.00,"Y","Sid Gohul","IN",$2356.00,,,,,,,"BW","IN","MZ","QS",,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
"842203689RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842226490RR0001",2018-3-31 00:00:00,"23",,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","N","N",,,,,,,,,,,,,,,,
"842229296RR0001",2018-12-31 00:00:00,"23",$14939.00,"N",,,,,,,,,,,,,,,,,,,,"N",,"N","Y","N",,,,,,,,,,,,,,,,
